lv1_code,product_class_name,name,status,brand,attribute.saya_2_ways.boolean,attribute.saya_4_ways.boolean,attribute.cup_size.single_option,attribute.delivery_returns.text,attribute.deliveryreturns.html,attribute.description.html,attribute.fabric_care.html,attribute.online_description.html,attribute.online_name.string,attribute.page_description.text,attribute.keywords.string,attribute.page_url.string,attribute.size_fit.text,attribute.tax_class.string,attribute.short_description.html,attribute.country_of_origin.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
1516cct01,3 Level Product Style,1516CCT01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",NO MATTER WHERE,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>4 Ways crop top<br/>String to wrap at back<br/>Adjustable straps</p>,NO MATTER WHERE,"4 Ways Crop Top 
String To Wrap At Back 
Adjustable Straps ",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,NO MATTER WHERE,,active,2018,6114300000,1516cct01_azul
1518csd01,3 Level Product Style,1518CSD01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",SUNKISSED,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Short dress<br/>Eyelets at front to lace up<br/>Sleeveless</p>
",SUNKISSED,"Short Dress
Eyelets At Front To Lace Up 
Sleeveless
",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,SUNKISSED,,active,2018,6104430000,1518csd01_vinotinto
1519cct01,3 Level Product Style,1519CCT01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",TRADE WINDS,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>One shoulder ruffle top<br/>Smocked chest and back</p>,TRADE WINDS,"One Shoulder Ruffle Top 
Smocked Chest And Back",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,TRADE WINDS,,active,2018,6211430000,1519cct01_morado
2173sfa01,3 Level Product Style,2173SFA01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",SPANISH EXPLORER,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>One shoulder top<br/>Removable soft pads<br/>Knot detail at front side<br/>Made in Colombia</p>,SPANISH EXPLORER,"Reversible
One shoulder top
Removable soft pads
Knot detail at front side
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,SPANISH EXPLORER,,active,2018,6112410000,2173sfa01_azul
2174slt01,3 Level Product Style,2174SLT01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",GARDEN PILOT,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Long line triangle top<br/>Removable soft pads<br/>Adjustable shoulder straps<br/>Made in Colombia</p>,GARDEN PILOT,"Reversible 
Long line triangle top
Removable soft pads
Adjustable shoulder straps
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,GARDEN PILOT,,active,2018,6112410000,2174slt01_azul
2175sfa01,3 Level Product Style,2175SFA01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",PEARL PROVINCE,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Ruffled off-shoulder bikini top<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>,PEARL PROVINCE,"Ruffled off-shoulder bikini top
Removable soft pads
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,PEARL PROVINCE,,active,2018,6112410000,2175sfa01_blanco
2176sra01,3 Level Product Style,2176SRA01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",MYSTERY FOUNTAIN,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Long sleeve rashguard<br/>Round neckline<br/>UV protection<br/>Made in Colombia</p>,MYSTERY FOUNTAIN,"Long sleeve rashguard
Round neckline
UV protection
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,MYSTERY FOUNTAIN,,active,2018,6110309000,2176sra01_negro
2177sfa01,3 Level Product Style,2177SFA01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",RALLY RACERS,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Bralette top<br/>Removable soft pads<br/>Pullover<br/>Triple shoulder strings<br/>Pleated on mid-front<br/>Criss cross back<br/>Full coverage at front<br/>Made in Colombia</P>,RALLY RACERS,"Reversible
Bralette top
Removable soft pads
Pullover
Triple shoulder strings
Pleated on mid-front
Criss cross back 
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,RALLY RACERS,,active,2018,6112410000,2177sfa01_azul
2178sun01,3 Level Product Style,2178SUN01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",HIDDEN LAGOON,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Underwire top<br/>With molded cups<br/>Adjustable at shoulders and back<br/>Full coverage at front<br/>Made in Colombia</p>,HIDDEN LAGOON,"Underwire top
With molded cups
Adjustable at shoulders and back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,HIDDEN LAGOON,,active,2018,6112410000,2178sun01_azul
2179sse01,3 Level Product Style,2179SSE01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",SUNNY RIDES,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Sliding triangle top<br/>Crochet trims detail<br/>Beads on tie front string<br/>Removable soft pads<br/>Ties at neck and back<br/>Semi coverage at front<br/>Made in Colombia</p>,SUNNY RIDES,"Reversible
Sliding Triangle top
Crochet trims detail
Beads on tie front string
Removable soft pads
Ties at neck and back
Demi coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,SUNNY RIDES,,active,2018,6112410000,2179sse01_azul
2180sft01,3 Level Product Style,2180SFT01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",AMERICAN FLAMINGOS,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Fixed triangle top<br/>Adjustable shoulder straps<br/>Removable soft pads<br/>Back clip closure<br/>Semi coverage at front<br/>Made in Colombia</p>,AMERICAN FLAMINGOS,"Reversible
Fixed Triangle top 
Adjustable shoulder straps
Removable soft pads
Back clip closure
Demi coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,AMERICAN FLAMINGOS,,active,2018,6112410000,2180sft01_azul
2181sba01,3 Level Product Style,2181SBA01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",WHEELS AND FRILLS,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 ways top (wear it front or back)<br/>Smocked bandeau top<br/>Removable ruffle sleeves<br/>Removable soft pads<br/>Removable shoulder straps<br/>Made in Colombia</p>,WHEELS AND FRILLS,"Reversible 
4 ways top (wear it front or back)
Smocked bandeau top
Removable ruffle sleeves
Removable soft pads
Removable shoulder straps
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,WHEELS AND FRILLS,,active,2018,6112410000,2181sba01_azul
2183sct01,3 Level Product Style,2183SCT01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",SECOND NATURE,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Smocked off-shoulder bikini crop top<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>,SECOND NATURE,"Smocked off-shoulder bikini crop top
Removable soft pads
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,SECOND NATURE,,active,2018,6112410000,2183sct01_anaranjado
2184sba01,3 Level Product Style,2184SBA01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",OASIS GARDEN,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 ways top (wear it to back and front)<br/>Bandeau top<br/>Removable shoulder straps<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>,OASIS GARDEN,"Reversible
4 ways top (wear it to back and front)
Bandeau 
Removable shoulder straps
Removable Soft Pads
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,OASIS GARDEN,,active,2018,6112410000,2184sba01_anaranjado
2186ssp01,3 Level Product Style,2186SSP01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",TEMPO DUSK,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Bralette sporty bikini top<br/>Meshed racer back<br/>Pullover<br/>Made in Colombia</p>,TEMPO DUSK,"Reversible
Bralette sporty bikini top
Meshed racer back
Pullover
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,TEMPO DUSK,,active,2018,6112410000,2186ssp01_anaranjado
3011shn01,3 Level Product Style,3011SHN01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",BALLERINA HONEYCOMB,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Smocked high neck top<br/>Removable soft pads<br/>Adjustable criss cross back<br/>Made in Colombia</p>,BALLERINA HONEYCOMB,"Reversible 
Smocked high neck top
Removable soft pads
Adjustable criss cross back
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,BALLERINA HONEYCOMB,,active,2018,6112410000,3011shn01_rosado
3012sfh05,3 Level Product Style,3012SFH05,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",MEDITERRANEAN BLUE ALLURE,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 ways top (wear it to back and front)<br/>Halter top<br/>Lace up with tie strings<br/>Removable Soft Pads<br/>Full coverage at front<br/>Made in Colombia</p>,MEDITERRANEAN BLUE ALLURE,"Reversible
4 ways top (wear it to back and front)
Halter top
Lace up with tie strings
Removable Soft Pads
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,MEDITERRANEAN BLUE ALLURE,,active,2018,6112410000,3012sfh05_azul
3042sfh02,3 Level Product Style,3042SFH02,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",METEORITE VALLEY,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Fixed halter top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>,METEORITE VALLEY,"Reversible
Fixed Halter top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,METEORITE VALLEY,,active,2018,6112410000,3042sfh02_negro
3042sfh03,3 Level Product Style,3042SFH03,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",MAUVE VALLEY,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Fixed halter top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>,MAUVE VALLEY,"Reversible
Fixed Halter top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,MAUVE VALLEY,,active,2018,6112410000,3042sfh03_morado
3045sft04,3 Level Product Style,3045SFT04,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",BALLERINA DELIGHTFUL,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Fixed triangle top<br/>Ruffles detail<br/>Removable soft pads<br/>Back clip closure<br/>Semi coverage at front<br/>Made in Colombia</p>,BALLERINA DELIGHTFUL,"Reversible
Fixed Triangle top
Ruffles detail
Removable soft pads
Back Clip Closure
Demi coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,BALLERINA DELIGHTFUL,,active,2018,6112410000,3045sft04_rosado
3048sun04,3 Level Product Style,3048SUN04,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",MEDITERRANEAN BLUE LOVELY,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Underwire top<br/>Without molded cups<br/>Adjustable criss cross back<br/>Medium coverage at front<br/>Made in Colombia</p>,MEDITERRANEAN BLUE LOVELY,"Underwire top
Without molded cups
Adjustable criss cross back
Medium coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,MEDITERRANEAN BLUE LOVELY,,active,2018,6112410000,3048sun04_azul
3053sfa05,3 Level Product Style,3053SFA05,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",MEDITERRANEAN BLUE DECK,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Bralette top<br/>Removable soft pads<br/>Pullover<br/>Triple shoulder strings<br/>Pleated on mid-front<br/>Criss cross back<br/>Full coverage at front<br/>Made in Colombia</P>,MEDITERRANEAN BLUE DECK,"Reversible
Bralette top
Removable soft pads
Pullover
Triple shoulder strings
Pleated on mid-front
Criss cross back 
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,MEDITERRANEAN BLUE DECK,,active,2018,6112410000,3053sfa05_azul
3054sfa03,3 Level Product Style,3054SFA03,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",METEORITE DAZZLING,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 Ways top (wear it to back and front)<br/>Bralette top<br/>Removable soft pads<br/>Lace up and tie string<br/>Full coverage at front<br/>Made in Colombia</p>,METEORITE DAZZLING,"Reversible
4 Ways top (wear it to back and front)
Bralette top
Removable soft pads
Lace up and tie string 
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,METEORITE DAZZLING,,active,2018,6112410000,3054sfa03_negro
