lv1_code,product_class_name,name,status,brand,attribute.saya_2_ways.boolean,attribute.saya_4_ways.boolean,attribute.cup_size.single_option,attribute.delivery_returns.text,attribute.deliveryreturns.html,attribute.description.html,attribute.fabric_care.html,attribute.online_description.html,attribute.online_name.string,attribute.page_description.text,attribute.keywords.string,attribute.page_url.string,attribute.size_fit.text,attribute.tax_class.string,attribute.short_description.html,attribute.country_of_origin.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
3051sse01,3 Level Product Style,3051SSE01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>HERITAGE GOSSIP</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Sliding triangle top<br/>Removable soft pads<br/>Adjustable at back<br/>Full coverage at front<br/>Made in Colombia</p>,HERITAGE GOSSIP,"Reversible
Sliding triangle top
Removable soft pads
Adjustable at back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>HERITAGE GOSSIP</h4>,,active,2018,61.12.41.00.00,3051sse01_azul
3048sun01,3 Level Product Style,3048SUN01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>CINNAMON LOVELY</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Underwire top<br/>Without molded cups<br/>Adjustable criss cross back<br/>Medium coverage at front<br/>Made in Colombia</p>,CINNAMON LOVELY,"Underwire top
Without molded cups
Adjustable criss cross back
Medium coverage at front 
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>CINNAMON LOVELY</h4>,,active,2018,61.12.41.00.00,3048sun01_rojo
3012sfh02,3 Level Product Style,3012SFH02,active,Maaji,0,1,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>JUNEBERRY ALLURE</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 ways top (wear it to back and front)<br/>Halter top<br/>Lace up with tie strings<br/>Removable Soft Pads<br/>Full coverage at front<br/>Made in Colombia</p>,JUNEBERRY ALLURE,"Reversible
4 ways top (wear it to back and front)
Halter top
Lace up with tie strings
Removable Soft Pads
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>JUNEBERRY ALLURE</h4>,,active,2018,61.12.41.00.00,3012sfh02_vinotinto
2021sfa02,3 Level Product Style,2021SFA02,active,Maaji,0,1,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>CUMBIA SOCIETY</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 ways top (wear it to back and front)<br/>Bandeau off-shoulder top<br/>Removable Soft Pads<br/>Pleated on mid-front<br/>Full coverage at front<br/>Made in Colombia</p>,CUMBIA SOCIETY,"Reversible
4 ways top (wear it to back and front)
Bandeau off-shoulder top
Removable Soft Pads
Pleated on mid-front
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>CUMBIA SOCIETY</h4>,,active,2018,61.12.41.00.00,2021sfa02_vinotinto
1916sfh02,3 Level Product Style,1916SFH02,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>ARUSI MERLOT</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Fixed Halter top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>,ARUSI MERLOT,"Reversible
Fixed Halter top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>ARUSI MERLOT</h4>,,active,2018,61.12.41.00.00,1916sfh02_vinotinto
2123sra01,3 Level Product Style,2123SRA01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>PAEZ PORT</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Long sleeve rashguard<br/>Round neckline<br/>UV protection<br/>Made in Colombia</p>,PAEZ PORT,"Long sleeve rashguard
Round neckline
UV protection
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>PAEZ PORT</h4>,,active,2018,61.10.30.90.00,2123sra01_azul
2118ssf01,3 Level Product Style,2118SSF01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>BORDEAUX WAVES</h4>,<p>Cold hand wash<br/>Always rinse away salt or chlorine<br/>Lay flat to dry<br/>Avoid rough surfaces</p>,<p>Wide foldable waistband <br/>Made in Colombia</p>,BORDEAUX WAVES,"Wide foldable waistband 
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>BORDEAUX WAVES</h4>,,active,2018,61.04.63.00.00,2118ssf01_vinotinto
1045trs01,3 Level Product Style,1045TRS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>CORDUROY SEA</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.</p>",CORDUROY SEA,"Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>CORDUROY SEA</h4>,,active,2018,62.03.43.00.00,1045trs01_azul
1042trs01,3 Level Product Style,1042TRS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>BELLS BEACH</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.</p>",BELLS BEACH ,"Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>BELLS BEACH</h4>,,active,2018,62.03.43.00.00,1042trs01_azul
1043trs01,3 Level Product Style,1043TRS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>BOMMIE</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.</p>",BOMMIE,"Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>BOMMIE</h4>,,active,2018,62.03.43.00.00,1043trs01_rojo
1044trs01,3 Level Product Style,1044TRS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>CHOPPY CHOP</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.</p>",CHOPPY CHOP,"Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>CHOPPY CHOP</h4>,,active,2018,62.03.43.00.00,1044trs01_negro
1048tss01,3 Level Product Style,1048TSS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>HOLLOW WAVE</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Sport Short:  Elastic Waist With Adjustable Drawstring. <br/>Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  <br/>Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control. </p>",HOLLOW WAVE ,"Sport Short:  Elastic Waist With Adjustable Drawstring. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control. ",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>HOLLOW WAVE</h4>,,active,2018,62.03.43.00.00,1048tss01_azul
1049tss01,3 Level Product Style,1049TSS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>KICKFLIP</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Reversible Short:  Mid Length, With Quick Dry Technology Allows To Absorb, Dry And Expel Moisture From The Body With Humidity And Temperature Control.</p>",KICKFLIP,"Sport Short:  Elastic Waist With Adjustable Drawstring. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control. ",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>KICKFLIP</h4>,,active,2108,62.03.43.00.00,1049tss01_azul
1050tss01,3 Level Product Style,1050TSS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>MALIBU SUNSET</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Sport Short:  Elastic Waist With Adjustable Drawstring. <br/>Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  <br/>Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control. </p>",MALIBU SUNSET ,"Sport Short:  Elastic Waist With Adjustable Drawstring. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control. ",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>MALIBU SUNSET</h4>,,active,2018,62.03.43.00.00,1050tss01_amarillo
1040tbs01,3 Level Product Style,1040TBS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>COOL SNAPPERS</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Board Short : Comfortable Elastic Waist With Adjustable Drawstring. 
<br/>Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  <br/>Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.  
*Packable Swim Short, Rolls Into Back Pocket For Easy Carry</p>",COOL SNAPPERS,"Board Short : Comfortable Elastic Waist With Adjustable Drawstring. 
Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.  
Packable Swim Short, Rolls Into Back Pocket For Easy Carry",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>COOL SNAPPERS</h4>,,active,2018,62.03.43.00.00,1040tbs01_azul
1041tbs01,3 Level Product Style,1041TBS01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>SEA FLOWERS</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Board Short : Comfortable Elastic Waist With Adjustable Drawstring. 
<br/>Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch. <br/> Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.  
<br/>Packable Swim Short, Rolls Into Back Pocket For Easy Carry</p>",SEA FLOWERS,"Board Short : Comfortable Elastic Waist With Adjustable Drawstring. 
Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.  
Packable Swim Short, Rolls Into Back Pocket For Easy Carry",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>SEA FLOWERS</h4>,,active,2018,62.03.43.00.00,1041tbs01_azul
1046tsf01,3 Level Product Style,1046TSF01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>ENDLESS SUMMER</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Surf Short: Fixed Waistband Surf Trunk. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.</p>",ENDLESS SUMMER ,"Surf Short: Fixed Waistband Surf Trunk. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>ENDLESS SUMMER</h4>,,active,2018,62.03.43.00.00,1046tsf01_azul
1047tsf01,3 Level Product Style,1047TSF01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>AIR WAVES</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Surf Short: Fixed Waistband Surf Trunk. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.</p>",AIR WAVES,"Surf Short: Fixed Waistband Surf Trunk. Premium Microfiber, Made From A Higher Thread Count, Gives A More Luxurious Touch.  Quick Dry Technology Allows  Moisture To Repel From The Body With Humidity And Temperature Control.",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>AIR WAVES</h4>,,active,2018,62.03.43.00.00,1047tsf01_rojo
1038tsl01,3 Level Product Style,1038TSL01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>SAILOR JERRY</h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Embroidery Short: Embroidered Front, Solid Back With Adjustable Drawstring.  Premium Fabric With Luxurious Touch.</p>",SAILOR JERRY,"Embroidery Short: Embroidered Front, Solid Back With Adjustable Drawstring.  Premium Fabric With Luxurious Touch.  ",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>SAILOR JERRY</h4>,,active,2018,62.03.43.00.00,1038tsl01_azul
1039tsl01,3 Level Product Style,1039TSL01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee.
Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>AKAW CRAB </h4>,<p>Do not Machine wash at temperatures<br/>Do not use dryer<br/>Do not wring<br/>Line dry<br/>Steam and turn inside out<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Embroidery Short: Embroidered Front, Solid Back With Adjustable Drawstring.  Premium Fabric With Luxurious Touch.</p>",AKAW CRAB ,"Embroidery Short: Embroidered Front, Solid Back With Adjustable Drawstring.  Premium Fabric With Luxurious Touch.  ",,,Our model wears a Colombian size S,,,Colombia,SPRING 2018,COLOMBIA,,,,<h4>AKAW CRAB </h4>,,active,2018,62.03.43.00.00,1039tsl01_azul
